grupo_atividade_economica,id_parlamentar,nome_eleitoral,sg_partido,uf,cnpj,razao_social,data_entrada_sociedade
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,42999235000189,VARELLA VEICULOS LTDA,1993-01-06
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,42999235000260,VARELLA VEICULOS LTDA,1993-01-06
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000114,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000203,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000386,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000467,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000548,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000629,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000700,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000890,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304000971,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001005,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001196,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001277,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001358,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001439,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001510,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001609,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001781,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001862,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304001943,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002087,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002168,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002249,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002320,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002400,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,44595304002591,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2005-09-12
COMÉRCIO VAREJISTA,178983,MARCIO ALVINO,PL,SP,45596152000137,CAO BOUTIQUE LTDA,2002-10-11
OUTRAS ATIVIDADES DE SERVIÇOS,160558,PAULO FREIRE COSTA,PL,SP,45771243000161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM VILA INDUSTRIAL,2010-03-09
ATIVIDADES IMOBILIÁRIAS,178984,MIGUEL HADDAD,PSDB,SP,51271153000104,G. HADDAD EMPREENDIMENTOS IMOBILIARIOS LTDA,1979-06-28
CONSTRUÇÃO,178984,MIGUEL HADDAD,PSDB,SP,51271153000295,G. HADDAD EMPREENDIMENTOS IMOBILIARIOS LTDA,1979-06-28
OUTRAS ATIVIDADES DE SERVIÇOS,204527,GENINHO ZULIANI,DEM,SP,51360089000138,UNIAO DOS ESTUDANTES UNIVERSITARIOS DE OLIMPIA,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000100,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000282,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000363,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000444,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000525,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000606,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000797,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000878,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399000959,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001092,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001173,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001254,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001335,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001416,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001505,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001688,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001769,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001840,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399001920,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002064,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002145,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002226,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002307,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002498,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002579,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002650,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002730,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002811,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399002900,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399003036,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399003117,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399003206,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,74283,VICENTINHO,PT,SP,52946399003389,INSTITUTO NACIONAL DE FORMACAO,2005-09-12
INDÚSTRIA TÊXTIL E DE VESTUÁRIO,178984,MIGUEL HADDAD,PSDB,SP,53522876000164,G HADDAD INDUSTRIA E COMERCIO DE ROUPAS LTDA,1984-05-31
COMÉRCIO VAREJISTA,178984,MIGUEL HADDAD,PSDB,SP,53522876000245,G HADDAD INDUSTRIA E COMERCIO DE ROUPAS LTDA,1984-05-31
COMÉRCIO VAREJISTA,204513,GUIGA PEIXOTO,PSL,SP,55002299000105,MICROLAND COMPUTADORES COMERCIO LTDA,1985-10-14
COMÉRCIO VAREJISTA,178975,BALEIA ROSSI,MDB,SP,55988141000156,POSTO CARRO LIMPO LTDA,1997-09-02
INFORMAÇÃO E COMUNICAÇÃO,141459,JOÃO MAIA,PL,RN,60963873000121,LOGIT LOGISTICA INFORMATICA E TRANSPORTES LTDA,1997-12-26
INFORMAÇÃO E COMUNICAÇÃO,141459,JOÃO MAIA,PL,RN,60963873000202,LOGIT LOGISTICA INFORMATICA E TRANSPORTES LTDA,1997-12-26
CONSTRUÇÃO,204500,EDUARDO COSTA,PTB,PA,63848352000111,CONSTRUTORA CENTRAL LTDA,2005-02-17
COMÉRCIO VAREJISTA,178896,NEWTON CARDOSO JR,MDB,MG,64234529000152,AGROPECUARIA RIO DO NORTE S/A,1999-05-04
COMÉRCIO VAREJISTA,178896,NEWTON CARDOSO JR,MDB,MG,64234529000233,AGROPECUARIA RIO DO NORTE S/A,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,64234529000314,AGROPECUARIA RIO DO NORTE S/A,1999-05-04
ATIVIDADES IMOBILIÁRIAS,160589,BRUNA FURLAN,PSDB,SP,65699902000103,RUBI'S EMPREENDIMENTOS IMOBILIARIOS LTDA,2017-01-04
ATIVIDADES IMOBILIÁRIAS,160589,BRUNA FURLAN,PSDB,SP,65699902000294,RUBI'S EMPREENDIMENTOS IMOBILIARIOS LTDA,2017-01-04
COMÉRCIO VAREJISTA,204372,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,66573767000118,FARMA LES LTDA,2008-04-01
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178984,MIGUEL HADDAD,PSDB,SP,67170175000118,CRISTAL ASSESSORIA PROMOCOES PUBLICIDADE S/C LTDA,1993-06-15
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178884,HILDO ROCHA,MDB,MA,69378727000103,SOCIEDADE BENEFICIENTE 24 DE SETEMBRO,2005-09-12
MINERAÇÃO,74419,GONZAGA PATRIOTA,PSB,PE,70065941000199,PERGRAN PERNAMBUCO GRANITOS INDUSTRIA COM E EXP LTDA,1996-01-05
INDÚSTRIA METALÚRGICA,74419,GONZAGA PATRIOTA,PSB,PE,70065941000270,PERGRAN PERNAMBUCO GRANITOS INDUSTRIA COM E EXP LTDA,1996-01-05
INFORMAÇÃO E COMUNICAÇÃO,141459,JOÃO MAIA,PL,RN,70310560000128,ESTACAO JARDIM FM LTDA,1994-10-31
ATIVIDADES IMOBILIÁRIAS,178981,HERCULANO PASSOS,MDB,SP,71559975000100,PASSOS & TRINCA LTDA,1994-03-01
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",160532,ELI CORRÊA FILHO,DEM,SP,72006000000100,MAGIC PLAY DISCOS LTDA,1998-05-08
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",178835,AFONSO MOTTA,PDT,RS,72257751000107,CABOPARBS PARTICIPACOES S.A.,2000-02-29
CONSTRUÇÃO,141391,ARNALDO JARDIM,CIDADANIA,SP,72877947000196,ILIMICONSTRU PROJETOS E CONSTRUCOES LTDA,1996-12-13
CONSTRUÇÃO,141391,ARNALDO JARDIM,CIDADANIA,SP,72877947000277,ILIMICONSTRU PROJETOS E CONSTRUCOES LTDA,1996-12-13
OUTRAS ATIVIDADES DE SERVIÇOS,141398,CARLOS ZARATTINI,PT,SP,74045196000177,ASSOCIACAO OLHO VIVO DE ESTUDOS E PUBLICACOES POPULARES,2005-09-12
ATIVIDADES IMOBILIÁRIAS,162332,LUIZ NISHIMORI,PL,PR,74054966000148,NISHIMORI ADMINISTRADORA DE BENS PROPRIOS LTDA,1993-12-30
SAÚDE HUMANA E SERVIÇOS SOCIAIS,73460,GUSTAVO FRUET,PDT,PR,75178129000193,MERCEARIA VILA GLORIA LIMITADA,2017-06-28
CONSTRUÇÃO,204365,GILSON MARQUES,NOVO,SC,75303404000153,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA,2010-07-05
CONSTRUÇÃO,204365,GILSON MARQUES,NOVO,SC,75303404000234,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA,2010-07-05
CONSTRUÇÃO,204365,GILSON MARQUES,NOVO,SC,75303404000315,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA,2010-07-05
CONSTRUÇÃO,204365,GILSON MARQUES,NOVO,SC,75303404000404,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA,2010-07-05
CONSTRUÇÃO,204365,GILSON MARQUES,NOVO,SC,75303404000587,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA,2010-07-05
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",164360,CARMEN ZANOTTO,CIDADANIA,SC,75899450000167,AGROPASTORIL ZANOTTO LTDA,2003-07-01
CONSTRUÇÃO,73788,RICARDO BARROS,PP,PR,76149350000186,CONSTRUTORA MAGALHAES BARROS LTDA,1989-01-01
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,77997732000122,AW EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-01-16
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,77997732000203,AW EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-01-16
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,77997732000394,AW EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-01-16
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,77997732000475,AW EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-01-16
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,77997732000556,AW EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-01-16
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",5350,Jorginho Mello,PL,SC,78482858000127,ASSOCIACAO ATLETICA FUNCIONARIOS DO BESC IBICARE,2005-09-12
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,78570645000157,LOTELAR EMPREENDIMENTOS IMOBILIARIOS LTDA,1984-11-19
ATIVIDADES IMOBILIÁRIAS,73788,RICARDO BARROS,PP,PR,79114443000163,RJM LOTEADORA LTDA ME.,2014-02-12
OUTRAS ATIVIDADES ADMINISTRATIVAS,73788,RICARDO BARROS,PP,PR,79447991000105,MBR LOCACAO DE VEICULOS LTDA,1986-07-10
INDÚSTRIA DE MÓVEIS E MADEIRAS,204395,PEDRO LUPION,DEM,PR,79463246000150,ECOPELLETS BRAZIL INDUSTRIA E COMERCIO DE PELLETS LTDA.,2008-05-20
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,74383,GIACOBO,PL,PR,79861373000107,F.L. GIACOBO COMERCIO DE VEICULOS EIRELI,2010-02-11
OUTRAS ATIVIDADES DE SERVIÇOS,164360,CARMEN ZANOTTO,CIDADANIA,SC,79887162000143,PARTIDO POPULAR SOCIALISTA - PPS - DIRETORIO ESTADUAL - SC,2015-03-16
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,73788,RICARDO BARROS,PP,PR,80269079000190,BB CORRETORA LTDA,1987-09-10
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",74383,GIACOBO,PL,PR,80642523000170,GIACCON ADMINISTRADORA DE CONSORCIO LTDA.,1998-08-10
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",74352,NILSON PINTO,PSDB,PA,83214064000112,CLUBE ESPORTIVO UNIVERSITARIO,2005-09-12
ATIVIDADES IMOBILIÁRIAS,141405,CELSO MALDANER,MDB,SC,83307348000153,A MALDANER FILHOS LTDA,1996-01-22
OUTRAS ATIVIDADES DE SERVIÇOS,141405,CELSO MALDANER,MDB,SC,83307348000234,A MALDANER FILHOS LTDA,1996-01-22
COMÉRCIO VAREJISTA,141405,CELSO MALDANER,MDB,SC,83307348000315,A MALDANER FILHOS LTDA,1996-01-22
OUTRAS ATIVIDADES DE SERVIÇOS,74079,JOSÉ PRIANTE,MDB,PA,83370023000115,DIRETORIO MUNICIPAL DO PARTIDO DO MOV DEMOCRATICO BRAS,2005-09-12
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,204361,CARLOS CHIODINI,MDB,SC,83619510000179,COMERCIO DE CARNES VAILATTI LTDA,1993-06-24
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,84687003000135,A NOTICIA S A EMPRESA JORNALISTICA,2006-12-27
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,84687003000305,A NOTICIA S A EMPRESA JORNALISTICA,2006-12-27
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,84687003000488,A NOTICIA S A EMPRESA JORNALISTICA,2006-12-27
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,84687003000569,A NOTICIA S A EMPRESA JORNALISTICA,2006-12-27
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,84687003000640,A NOTICIA S A EMPRESA JORNALISTICA,2006-12-27
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88629027000199,EMPRESA JORNALISTICA PIONEIRO S A,1993-06-07
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88629027000270,EMPRESA JORNALISTICA PIONEIRO S A,1993-06-07
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88655774000100,RADIO TV CAXIAS SA,2006-06-06
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88655774000282,RADIO TV CAXIAS SA,2006-06-06
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88655774000363,RADIO TV CAXIAS SA,2006-06-06
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88655774000444,RADIO TV CAXIAS SA,2006-06-06
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,88655774000525,RADIO TV CAXIAS SA,2006-06-06
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",204406,PEDRO WESTPHALEN,PP,RS,89707277000162,ESPORTE CLUBE GUARANI,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,160538,BOHN GASS,PT,RS,89949341000111,GEA-FORMACAO E ASSESSORIA SINDICAL,2005-09-12
"TRANSPORTE, ARMAZENAGEM E CORREIO",204415,NEREU CRISPIM,PSL,RS,90814831000190,BRUSTONAVE TRANSPORTES LTDA,1998-06-09
OUTRAS ATIVIDADES PROFISSIONAIS,204404,LUCAS REDECKER,PSDB,RS,91827543000132,COBBLER SERVICOS EM IMPORTACAO E EXPORTACAO LTDA,2010-01-22
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204404,LUCAS REDECKER,PSDB,RS,91827543000213,COBBLER SERVICOS EM IMPORTACAO E EXPORTACAO LTDA,2010-01-22
INFORMAÇÃO E COMUNICAÇÃO,204388,BIBO NUNES,PSL,RS,92588789000161,ALCIBIO MESQUITA BIBO NUNES & CIA LTDA,1989-03-20
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000149,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000220,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000300,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000491,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000572,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000653,TELEVISAO GAUCHA SA,1998-08-25
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178835,AFONSO MOTTA,PDT,RS,92735877000734,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000815,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877000904,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001030,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001110,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001200,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001382,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001463,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001544,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001625,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001706,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001897,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877001978,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877002001,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877002192,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877002273,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877002354,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,92735877002435,TELEVISAO GAUCHA SA,1998-08-25
INFORMAÇÃO E COMUNICAÇÃO,178835,AFONSO MOTTA,PDT,RS,93266708000170,RADIO E TELEVISAO SERRANA LTDA,1990-02-20
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,93562940000155,FRANCAR AUTO PECAS LTDA,1998-09-22
COMÉRCIO VAREJISTA,141553,VANDERLEI MACRIS,PSDB,SP,96239777000182,COMERCIAL LESTE ACESSORIOS LTDA,1993-02-15
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160655,RICARDO IZAR,PP,SP,96334750000179,TRIPLIC ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,1993-03-01
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160655,RICARDO IZAR,PP,SP,96334750000250,TRIPLIC ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,1993-03-01
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,1186,Luis Carlos Heinze,PP,RS,96486568000133,IMEMBUY ALIMENTOS SA,2016-07-14
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,1186,Luis Carlos Heinze,PP,RS,96486568000214,IMEMBUY ALIMENTOS SA,2016-07-14
