cnpj,razao_social
32632268000132,CORTE DE MEDIACAO LFG - SAO PAULO LTDA.
32632607000180,POSTO COMBUSTIVEIS BELO HORIZONTE LTDA
32633099000155,TAPAJOS POSTO DE COMBUSTIVEL LTDA
32738131000167,A&P PESQUISAS E DESENVOLVIMENTOS LTDA
32786270000166,BELMONTE SPORTS EVENTOS ESPORTIVOS LTDA
32817786000120,PIAZZA DIROMA HOTEIS LTDA - SCP
32834251000168,EXAMED EXAMES MEDICOS LTDA
32834251000249,EXAMED EXAMES MEDICOS LTDA
32834491000162,FRANCA - SERVICOS DE VIGILANCIA E SEGURANCA PATRIMONIAL LTDA.
32834491000243,FRANCA - SERVICOS DE VIGILANCIA E SEGURANCA PATRIMONIAL LTDA.
32972880000154,COLEGIO DE APLICACAO DA UNIFAN DE CASA NOVA LTDA
33030448000107,URBANIA INCORPORACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA
33114989000113,JOSE CERQUEIRA DE SANTANA NETO SOCIEDADE INDIVIDUAL DE ADVOCACIA
33214357000121,ITUPAVA PARK ESTACIONAMENTO LTDA
33325542000193,LOANDA ADMINISTRACAO E PARTICIPACOES LTDA
33575651000169,G18 PARTICIPACOES LTDA
33722496000166,HUGO M WANDERLEY DA NOBREGA EIRELI
33883323000120,AGRICOLA RIO REAL LTDA
33883323000200,AGRICOLA RIO REAL LTDA
33982637000180,RH LOCACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS EIRELI
34262998000114,BENE ARTS PRODUCOES ARTISTICAS E PUBLICIDADE LTDA
34308248000136,SAPUCAIA AGROPECUARIA LTDA
34648626000120,REVIL LTDA
34651901000165,LIDERE REPRESENTACOES LTDA
35742469000180,COMITE ESTADUAL DE APOIO AO DEFICIENTE-CEAD
35888809000186,VIDA SAUDE E MATERIAL ESPORTIVOS LTDA
36832798000185,IMPERIO ROMANO EMPREENDIMENTOS IMOBILIARIOS LTDA
36853133000158,THE ZACH'S MATERIAIS ESPORTIVOS LTDA
36853133000239,THE ZACH'S MATERIAIS ESPORTIVOS LTDA
37308848000192,BAZAR E PAPELARIA PROF. ALCIDES LTDA
38003703000146,MARCA 3 COMERCIO E REPRESENTACOES LTDA
38050373000140,PARTIDO PROGRESSISTA REFORMADOR PPR
38050373000905,PARTIDO PROGRESSISTA REFORMADOR PPR
39290002000106,IMOBILIARIA GRAN-ITAPEMIRIM LTDA
40523813000180,GRAO PARA PARTICIPACOES E EMPREENDIMENTOS LTDA
40986606000162,FUNDACAO DE ESTUDOS ECONOMICOS SOCIAIS E POLITICOS
41746017000170,MIXTECH - COMERCIO E DESENVOLVEDORA DE SOFTWARE LTDA
41746017000250,MIXTECH - COMERCIO E DESENVOLVEDORA DE SOFTWARE LTDA
42129809000168,FEDERACAO NACIONAL DAS ASSOCIACOES PESTALOZZI-FENAPESTALOZZI
42999235000189,VARELLA VEICULOS LTDA
42999235000260,VARELLA VEICULOS LTDA
44595304000114,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000203,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000386,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000467,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000548,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000629,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000700,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000890,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304000971,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001005,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001196,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001277,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001358,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001439,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001510,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001609,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001781,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001862,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304001943,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002087,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002168,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002249,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002320,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002400,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
44595304002591,IGREJA EVANGELICA ASSEMBLEIA DE DEUS
45596152000137,CAO BOUTIQUE LTDA
45771243000161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM VILA INDUSTRIAL
51271153000104,G. HADDAD EMPREENDIMENTOS IMOBILIARIOS LTDA
51271153000295,G. HADDAD EMPREENDIMENTOS IMOBILIARIOS LTDA
51360089000138,UNIAO DOS ESTUDANTES UNIVERSITARIOS DE OLIMPIA
52946399000100,INSTITUTO NACIONAL DE FORMACAO
52946399000282,INSTITUTO NACIONAL DE FORMACAO
52946399000363,INSTITUTO NACIONAL DE FORMACAO
52946399000444,INSTITUTO NACIONAL DE FORMACAO
52946399000525,INSTITUTO NACIONAL DE FORMACAO
52946399000606,INSTITUTO NACIONAL DE FORMACAO
52946399000797,INSTITUTO NACIONAL DE FORMACAO
52946399000878,INSTITUTO NACIONAL DE FORMACAO
52946399000959,INSTITUTO NACIONAL DE FORMACAO
52946399001092,INSTITUTO NACIONAL DE FORMACAO
52946399001173,INSTITUTO NACIONAL DE FORMACAO
52946399001254,INSTITUTO NACIONAL DE FORMACAO
52946399001335,INSTITUTO NACIONAL DE FORMACAO
52946399001416,INSTITUTO NACIONAL DE FORMACAO
52946399001505,INSTITUTO NACIONAL DE FORMACAO
52946399001688,INSTITUTO NACIONAL DE FORMACAO
52946399001769,INSTITUTO NACIONAL DE FORMACAO
52946399001840,INSTITUTO NACIONAL DE FORMACAO
52946399001920,INSTITUTO NACIONAL DE FORMACAO
52946399002064,INSTITUTO NACIONAL DE FORMACAO
52946399002145,INSTITUTO NACIONAL DE FORMACAO
52946399002226,INSTITUTO NACIONAL DE FORMACAO
52946399002307,INSTITUTO NACIONAL DE FORMACAO
52946399002498,INSTITUTO NACIONAL DE FORMACAO
52946399002579,INSTITUTO NACIONAL DE FORMACAO
52946399002650,INSTITUTO NACIONAL DE FORMACAO
52946399002730,INSTITUTO NACIONAL DE FORMACAO
52946399002811,INSTITUTO NACIONAL DE FORMACAO
52946399002900,INSTITUTO NACIONAL DE FORMACAO
52946399003036,INSTITUTO NACIONAL DE FORMACAO
52946399003117,INSTITUTO NACIONAL DE FORMACAO
52946399003206,INSTITUTO NACIONAL DE FORMACAO
52946399003389,INSTITUTO NACIONAL DE FORMACAO
53522876000164,G HADDAD INDUSTRIA E COMERCIO DE ROUPAS LTDA
53522876000245,G HADDAD INDUSTRIA E COMERCIO DE ROUPAS LTDA
55002299000105,MICROLAND COMPUTADORES COMERCIO LTDA
55988141000156,POSTO CARRO LIMPO LTDA
60963873000121,LOGIT LOGISTICA INFORMATICA E TRANSPORTES LTDA
60963873000202,LOGIT LOGISTICA INFORMATICA E TRANSPORTES LTDA
63848352000111,CONSTRUTORA CENTRAL LTDA
64234529000152,AGROPECUARIA RIO DO NORTE S/A
64234529000233,AGROPECUARIA RIO DO NORTE S/A
64234529000314,AGROPECUARIA RIO DO NORTE S/A
65699902000103,RUBI'S EMPREENDIMENTOS IMOBILIARIOS LTDA
65699902000294,RUBI'S EMPREENDIMENTOS IMOBILIARIOS LTDA
66573767000118,FARMA LES LTDA
67170175000118,CRISTAL ASSESSORIA PROMOCOES PUBLICIDADE S/C LTDA
69378727000103,SOCIEDADE BENEFICIENTE 24 DE SETEMBRO
70065941000199,PERGRAN PERNAMBUCO GRANITOS INDUSTRIA COM E EXP LTDA
70065941000270,PERGRAN PERNAMBUCO GRANITOS INDUSTRIA COM E EXP LTDA
70310560000128,ESTACAO JARDIM FM LTDA
71559975000100,PASSOS & TRINCA LTDA
72257751000107,CABOPARBS PARTICIPACOES S.A.
72877947000196,ILIMICONSTRU PROJETOS E CONSTRUCOES LTDA
72877947000277,ILIMICONSTRU PROJETOS E CONSTRUCOES LTDA
74045196000177,ASSOCIACAO OLHO VIVO DE ESTUDOS E PUBLICACOES POPULARES
74054966000148,NISHIMORI ADMINISTRADORA DE BENS PROPRIOS LTDA
75178129000193,MERCEARIA VILA GLORIA LIMITADA
75303404000153,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA
75303404000234,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA
75303404000315,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA
75303404000404,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA
75303404000587,PORTOACO CONSTRUTORA INCORPORADORA E PARTICIPACOES LTDA
75899450000167,AGROPASTORIL ZANOTTO LTDA
76149350000186,CONSTRUTORA MAGALHAES BARROS LTDA
77997732000122,AW EMPREENDIMENTOS IMOBILIARIOS LTDA
77997732000203,AW EMPREENDIMENTOS IMOBILIARIOS LTDA
77997732000394,AW EMPREENDIMENTOS IMOBILIARIOS LTDA
77997732000475,AW EMPREENDIMENTOS IMOBILIARIOS LTDA
77997732000556,AW EMPREENDIMENTOS IMOBILIARIOS LTDA
78482858000127,ASSOCIACAO ATLETICA FUNCIONARIOS DO BESC IBICARE
78570645000157,LOTELAR EMPREENDIMENTOS IMOBILIARIOS LTDA
79114443000163,RJM LOTEADORA LTDA ME.
79447991000105,MBR LOCACAO DE VEICULOS LTDA
79463246000150,ECOPELLETS BRAZIL INDUSTRIA E COMERCIO DE PELLETS LTDA.
79861373000107,F.L. GIACOBO COMERCIO DE VEICULOS EIRELI
79887162000143,PARTIDO POPULAR SOCIALISTA - PPS - DIRETORIO ESTADUAL - SC
80269079000190,BB CORRETORA LTDA
80642523000170,GIACCON ADMINISTRADORA DE CONSORCIO LTDA.
83214064000112,CLUBE ESPORTIVO UNIVERSITARIO
83307348000153,A MALDANER FILHOS LTDA
83307348000234,A MALDANER FILHOS LTDA
83307348000315,A MALDANER FILHOS LTDA
83370023000115,DIRETORIO MUNICIPAL DO PARTIDO DO MOV DEMOCRATICO BRAS
83619510000179,COMERCIO DE CARNES VAILATTI LTDA
84687003000135,A NOTICIA S A EMPRESA JORNALISTICA
84687003000305,A NOTICIA S A EMPRESA JORNALISTICA
84687003000488,A NOTICIA S A EMPRESA JORNALISTICA
84687003000569,A NOTICIA S A EMPRESA JORNALISTICA
84687003000640,A NOTICIA S A EMPRESA JORNALISTICA
88629027000199,EMPRESA JORNALISTICA PIONEIRO S A
88629027000270,EMPRESA JORNALISTICA PIONEIRO S A
88655774000100,RADIO TV CAXIAS SA
88655774000282,RADIO TV CAXIAS SA
88655774000363,RADIO TV CAXIAS SA
88655774000444,RADIO TV CAXIAS SA
88655774000525,RADIO TV CAXIAS SA
89707277000162,ESPORTE CLUBE GUARANI
89949341000111,GEA-FORMACAO E ASSESSORIA SINDICAL
90814831000190,BRUSTONAVE TRANSPORTES LTDA
91827543000132,COBBLER SERVICOS EM IMPORTACAO E EXPORTACAO LTDA
91827543000213,COBBLER SERVICOS EM IMPORTACAO E EXPORTACAO LTDA
92588789000161,ALCIBIO MESQUITA BIBO NUNES & CIA LTDA
92735877000149,TELEVISAO GAUCHA SA
92735877000220,TELEVISAO GAUCHA SA
92735877000300,TELEVISAO GAUCHA SA
92735877000491,TELEVISAO GAUCHA SA
92735877000572,TELEVISAO GAUCHA SA
92735877000653,TELEVISAO GAUCHA SA
92735877000734,TELEVISAO GAUCHA SA
92735877000815,TELEVISAO GAUCHA SA
92735877000904,TELEVISAO GAUCHA SA
92735877001030,TELEVISAO GAUCHA SA
92735877001110,TELEVISAO GAUCHA SA
92735877001200,TELEVISAO GAUCHA SA
92735877001382,TELEVISAO GAUCHA SA
92735877001463,TELEVISAO GAUCHA SA
92735877001544,TELEVISAO GAUCHA SA
92735877001625,TELEVISAO GAUCHA SA
92735877001706,TELEVISAO GAUCHA SA
92735877001897,TELEVISAO GAUCHA SA
92735877001978,TELEVISAO GAUCHA SA
92735877002001,TELEVISAO GAUCHA SA
92735877002192,TELEVISAO GAUCHA SA
92735877002273,TELEVISAO GAUCHA SA
92735877002354,TELEVISAO GAUCHA SA
92735877002435,TELEVISAO GAUCHA SA
93266708000170,RADIO E TELEVISAO SERRANA LTDA
93562940000155,FRANCAR AUTO PECAS LTDA
96239777000182,COMERCIAL LESTE ACESSORIOS LTDA
96334750000179,TRIPLIC ADMINISTRADORA E CORRETORA DE SEGUROS LTDA
96334750000250,TRIPLIC ADMINISTRADORA E CORRETORA DE SEGUROS LTDA
96486568000133,IMEMBUY ALIMENTOS SA
96486568000214,IMEMBUY ALIMENTOS SA
96486568000303,IMEMBUY ALIMENTOS SA
96788294000137,JB EMPREENDIMENTOS E PARTICIPACOES LTDA
00061036000185,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000266,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000347,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000428,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000509,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000690,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00061036000770,LIFE EMPREENDIMENTOS E SERVICOS LTDA
00276523000165,REAP - REAL ADMNISTRACAO PRISIONAL LTDA
00301426000185,CANAA INDUSTRIA E COMERCIO DE BEBIDAS LTDA
00545074000103,INSTITUTO BENEFICENTE ROMARIO DE SOUZA FARIA
00689294000100,"LEAO INDUSTRIA, COMERCIO E SERVICOS LTDA"
00719377000103,GRUPO BRASILEIRO DO PARLAMENTO LATINO AMERICANO
00975333000136,LUZ PRODUCOES CINEMATOGRAFICAS LTDA
01039790000181,COSTA LESTE DISTRIBUIDORA DE BEBIDAS LTDA
01135830000199,THRONICKE & THRONICKE LTDA
01161007000158,JJE AGENCIAMENTO DE SUGUROS E DE SERVICOS LTDA
01339188000160,CAD TRADE E EMPREENDIMENTOS IMOBILIARIOS LTDA
01339188000240,CAD TRADE E EMPREENDIMENTOS IMOBILIARIOS LTDA
01339188000321,CAD TRADE E EMPREENDIMENTOS IMOBILIARIOS LTDA
01339188000402,CAD TRADE E EMPREENDIMENTOS IMOBILIARIOS LTDA
01339188000593,CAD TRADE E EMPREENDIMENTOS IMOBILIARIOS LTDA
01498304000193,JARP COMERCIO DE ALIMENTOS LTDA
01498304000274,JARP COMERCIO DE ALIMENTOS LTDA
01578182000145,JULY HAIR PRODUTOS DE BELEZA LTDA
01578182000226,JULY HAIR PRODUTOS DE BELEZA LTDA
01623940000108,L & L MIDIA LTDA
01633195000170,KPM ESPORTES LIMITADA
01764152000123,RADIO K FM LTDA
01850985000107,TOP SERVICOS INDUSTRIA E PUBLICIDADE EIRELI
01852267000170,ABICAFE ASSOCIACAO BAIANA DA INDUSTRIA E DO COMERCIO DE
01969331000105,PRATES & ASSOCIADOS ADVOGADOS
02006839000162,AGROPECUARIA PARINTINS LTDA
02026753000100,DISTRIBUIDORA NOVA AMERICA LTDA
02039681000127,POSITIVO COMERCIO E SERVICOS LTDA.
02039681000208,POSITIVO COMERCIO E SERVICOS LTDA.
02045985000105,INCORPORADORA PARINTINS LTDA
02045988000130,PARINTINS CONSTRUCAO E INCORPORACAO LTDA
02045988000211,PARINTINS CONSTRUCAO E INCORPORACAO LTDA
02045988000300,PARINTINS CONSTRUCAO E INCORPORACAO LTDA
02045988000483,PARINTINS CONSTRUCAO E INCORPORACAO LTDA
02045988000564,PARINTINS CONSTRUCAO E INCORPORACAO LTDA
02229600000151,JANGADEIRO CABO LTDA
02229600000232,JANGADEIRO CABO LTDA
02229602000140,JANGADEIRO MMDS LTDA
02229602000221,JANGADEIRO MMDS LTDA
02229602000302,JANGADEIRO MMDS LTDA
02229602000493,JANGADEIRO MMDS LTDA
02229602000574,JANGADEIRO MMDS LTDA
02330548000125,POSITIVO INVESTIMENTOS LTDA.
02417824000197,CAFE ONZE BAR E RESTAURANTE LTDA
02419086000117,CAFE DO GOL LTDA
02570531000145,ROBOTCLEAN COMERCIO E REPRESENTACAO LIMITADA
02599442000121,BRK2 ADMINISTRACAO DE IMOVEIS PROPRIOS LTDA
02674687000176,LIFE DEFENSE SEGURANCA LTDA
02674687000257,LIFE DEFENSE SEGURANCA LTDA
02768786000117,GOIAS EMPREENDIMENTOS AGROPECUARIOS LTDA
02768786000206,GOIAS EMPREENDIMENTOS AGROPECUARIOS LTDA
02819607000123,NOVA REFRESCOS LTDA
02908120000117,POSTO ONDINA LTDA
02908120000206,POSTO ONDINA LTDA
02954649000177,CEARA SEGURANCA ELETRONICA E SERVICOS LTDA
03019131000109,POSTO BVM LTDA
03049747000122,CENTRO DE ESTUDOS E NEGOCIOS DO MERCOSUL
03141451000137,RTV AMAZONIA LTDA
03281550000114,BVM COMERCIAL LTDA
03336461000128,POSITIVO FRANQUIAS LTDA.
03336461000209,POSITIVO FRANQUIAS LTDA.
03336461000390,POSITIVO FRANQUIAS LTDA.
03362240000124,ROMARIO SPORTS MARKETING LTDA
03582577000147,SECOPI- SERVICOS DE CAPACITACAO E ORIENTACAO PROFISSIONAL INTEGRADA LTDA
03582594000184,SECOPI-SERVICOS COMERCIAS DO PIAUI LTDA
03582594000265,SECOPI-SERVICOS COMERCIAS DO PIAUI LTDA
03582594000346,SECOPI-SERVICOS COMERCIAS DO PIAUI LTDA
03595651000160,FINK SISTEMAS AUTOMOTIVOS LTDA
03595651000240,FINK SISTEMAS AUTOMOTIVOS LTDA
03754242000169,SAPATO E BOLSA LTDA
03888604000104,MINERADORA DE CALCARIO SERRA DOURADA LTDA
03888604000295,MINERADORA DE CALCARIO SERRA DOURADA LTDA
03926681000101,GAZETA EVENTOS LTDA
03936674000190,GAZETA DE ALAGOAS ON LINE LTDA
03972629000191,CARCARA PETROLEO LTDA
04127598000135,SAN SEBASTIAN CONSTRUCOES TRANSPORTES TERRAPLANAGEM E AGROPECUARIA LTDA
04195578000100,COPPER TRADING S/A
04195578000282,COPPER TRADING S/A
04195578000363,COPPER TRADING S/A
04195578000444,COPPER TRADING S/A
04195578000525,COPPER TRADING S/A
04195578000606,COPPER TRADING S/A
04196136000170,SERVIS ELETRONICA DEFENSE LTDA
04196136000250,SERVIS ELETRONICA DEFENSE LTDA
04196136000331,SERVIS ELETRONICA DEFENSE LTDA
04196136000412,SERVIS ELETRONICA DEFENSE LTDA
04196136000501,SERVIS ELETRONICA DEFENSE LTDA
04196136000684,SERVIS ELETRONICA DEFENSE LTDA
04196136000765,SERVIS ELETRONICA DEFENSE LTDA
04196136000846,SERVIS ELETRONICA DEFENSE LTDA
04200790000100,SOLDATI GAMES INTERNACIONAL LTDA
04395936000110,PRODUTORES D ALDEIA LTDA
04401345000108,CONSERVADORA MANAUS LTDA
04401345000299,CONSERVADORA MANAUS LTDA
04403922000109,PLS - SALGADO ADVOGADOS
04414509000131,PARINTINS AUTOMOVEIS LTDA
04414509000212,PARINTINS AUTOMOVEIS LTDA
04414509000301,PARINTINS AUTOMOVEIS LTDA
04414509000484,PARINTINS AUTOMOVEIS LTDA
04457677000104,AT COMERCIO E REPRESENTACOES LTDA
04580981000144,AGROPECUARIA RIO BRANCO EIRELI
04588256000112,LOP ASSESSORIA COMERCIAL LTDA
04588256000201,LOP ASSESSORIA COMERCIAL LTDA
04588256000384,LOP ASSESSORIA COMERCIAL LTDA
04600524000174,POSTO CINCO S LTDA
04647345000192,MICO'S INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
04696857000149,SD TRANSPORTES LTDA
04823665000156,TEZ DERMATOLOGIA S/S LTDA
05002940000133,FOCUS SERVICOS EDUCACIONAIS LTDA
05196932000175,TV MAR LTDA -
05291545000118,CALCILANDIA MINERACAO LTDA
05329142000110,K PRODUCOES ARTISTICAS LTDA
05400209000166,PARINTINS PARTICIPACOES LTDA.
05400209000247,PARINTINS PARTICIPACOES LTDA.
05432686000103,STAMP SERVICOS EDUCACIONAIS LTDA
05432686000294,STAMP SERVICOS EDUCACIONAIS LTDA
05470552000187,AQUICULTURA PORTO DAS GABARRAS LTDA
05820423000171,ACTIVE TRADING EXPORTACAO E IMPORTACAO DE MERCADORIAS LTDA
05820423000252,ACTIVE TRADING EXPORTACAO E IMPORTACAO DE MERCADORIAS LTDA
05868823000157,BANK S SEGURANCA E TRANSPORTE DE VALORES LIMITADA
05896781000168,SEVEN - BAR & CHARUTARIA LTDA
05934458000131,COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS V V C LTDA
05940769000103,ATIVO COMERCIO DE PRODUTOS HIGIENICOS LTDA
05940769000294,ATIVO COMERCIO DE PRODUTOS HIGIENICOS LTDA
05976244000128,"ONZE BOATE, EVENTOS E PROMOCOES LTDA"
05981107000181,O.G. ADMINISTRACAO DE BENS LTDA
06008527000149,VOX DOMINI COMUNICACAO LTDA
06106526000137,NOVA TERRA COMERCIO DE ALIMENTOS & PARTICIPACOES LTDA
06108495000153,TARGET SERVICOS EDUCACIONAIS LTDA
06108495000234,TARGET SERVICOS EDUCACIONAIS LTDA
06124602000137,PERES & CARDOSO EMPREENDIMENTOS E PARTICIPACOES LTDA
06192239000197,GOLS PARTICIPACOES SOCIETARIAS LTDA
06220490000118,CALCARIO URUACU LTDA
06251971000190,MINERACAO MORRO ESCURO LTDA
06354722000120,TREVO - AGENCIAMENTO DE SEGUROS E DE SERVICOS LTDA
06354722000201,TREVO - AGENCIAMENTO DE SEGUROS E DE SERVICOS LTDA
06666770000154,CIRO NOGUEIRA AGROPECUARIA E IMOVEIS LTDA
06957990000137,ALBUQUERQUE ASSOCIADOS S/S.
06957990000218,ALBUQUERQUE ASSOCIADOS S/S.
06957990000307,ALBUQUERQUE ASSOCIADOS S/S.
06957990000480,ALBUQUERQUE ASSOCIADOS S/S.
07112769000140,META SERVICOS EDUCACIONAIS LTDA
07405835000170,VANTON EMPREENDIMENTOS LTDA
07509883000109,ORGANIZACAO EDUCACIONAL NORTE NORDESTE LTDA
07723652000101,JRC PRODUCOES ARTISTICAS LTDA
07982678000166,NEW-PACK SERVICOS DE EMPACOTAMENTO LTDA
07982678000247,NEW-PACK SERVICOS DE EMPACOTAMENTO LTDA
08048216000139,AGUA BRANCA PARTICIPACOES LTDA.
08075503000138,ACTIVE INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE PESSOAL E COSMETICOS S. A.
08171882000160,TERRA DO SOL EMPREENDIMENTOS IMOBILIARIOS LTDA
08642594000146,FACULDADE DE TECNOLOGIA FOCUS LTDA
08642594000227,FACULDADE DE TECNOLOGIA FOCUS LTDA
08642594000308,FACULDADE DE TECNOLOGIA FOCUS LTDA
08766772000140,INSTITUTO JAIME VERISSIMO DE CAMPOS JUNIOR - JAIMINHO
08815011000131,TRANSVALE TRANSPORTADORA DO VALE LTDA
08815011000212,TRANSVALE TRANSPORTADORA DO VALE LTDA
08815011000301,TRANSVALE TRANSPORTADORA DO VALE LTDA
08815011000565,TRANSVALE TRANSPORTADORA DO VALE LTDA
08845395000135,EDUTEC SERVICOS EDUCACIONAIS LTDA
09051897000157,TATIANENSE TEXTIL S/A
09076071000142,SERVIS SERVICOS AEROPORTUARIOS LTDA
09321634000110,SINGLETON PARTICIPACOES IMOBILIARIAS LTDA
09355788000123,AGROPECUARIA ALAGOAS LTDA
09357691000150,WAF ADMINISTRADORA DE EMPRESAS LTDA
09452043000182,PARINTINS MOTOS LTDA
09452043000263,PARINTINS MOTOS LTDA
09617277000132,UNIAO EDUCACIONAL DE ENSINO SUPERIOR DE PARAUAPEBAS LTDA
10288876000139,RADIO E TELEVISAO VALE DO FARINHA LTDA
10362445000175,IBR-LAM LAMINACAO DE METAIS LTDA
10362445000256,IBR-LAM LAMINACAO DE METAIS LTDA
10362445000337,IBR-LAM LAMINACAO DE METAIS LTDA
10362445000418,IBR-LAM LAMINACAO DE METAIS LTDA
10362445000507,IBR-LAM LAMINACAO DE METAIS LTDA
10362445000680,IBR-LAM LAMINACAO DE METAIS LTDA
10395762000198,TJ PARTICIPACOES LTDA
10518626000148,IMCO PARTICIPACOES LTDA
10608704000103,HOLDING SERVIS ADMINISTRACAO DE EMPRESAS LTDA
10673266000159,CASA LOTERICA DO BOSQUE LTDA
10881696000166,VIDEO FRAME PRODUCOES AUDIO VISUAIS LTDA
11741519000147,PADRAO 1000 SERVICE COMPANY SEGURANCA ESPECIALIZADA E TRANSPORTE DE VALORES LTDA
11924096000109,E.C.C.E.INSTITUTO
12062071000106,SECOPI - SEGURANCA COMERCIAL DO PIAUI LTDA
12062071000289,SECOPI - SEGURANCA COMERCIAL DO PIAUI LTDA
12062071000360,SECOPI - SEGURANCA COMERCIAL DO PIAUI LTDA
12062071000440,SECOPI - SEGURANCA COMERCIAL DO PIAUI LTDA
12186524000106,TV GAZETA DE ALAGOAS LTDA
12199147000131,ORG ARNON DE MELLO ASSESSORIA E ADM EMPRESARIAL LTDA
12202612000146,O.S. SECURITIZADORA DE CREDITOS S.A.
12290151000100,RADIO GAZETA DE ALAGOAS LTDA
12290151000291,RADIO GAZETA DE ALAGOAS LTDA
12336707000152,GRAFICA EDITORA GAZETA DE ALAGOAS LTDA
12347589000188,RADIO CLUBE DE ALAGOAS LTDA
12347589000269,RADIO CLUBE DE ALAGOAS LTDA
12503801000159,GAZETA DE ALAGOAS LTDA
12503801000230,GAZETA DE ALAGOAS LTDA
12503801000310,GAZETA DE ALAGOAS LTDA
12503801000400,GAZETA DE ALAGOAS LTDA
12503801000582,GAZETA DE ALAGOAS LTDA
12542742000128,MARCUS CENTER IMOB.E ADMINISTRADORA DE IMOVEIS LTDA
12840634000131,CENTRO DE ESTRATEGIAS EM RECURSOS NATURAIS E ENERGIA
12927430000132,RADIO FM CORREIO DO MORENO LTDA
13352711000177,CASA BOM PASTOR
13524138000131,"APECS - ELABORACAO DE PALESTRAS, CURSOS E ARTIGOS - EIRELI"
14803328000150,VOX DOMINI EDITORA EIRELI
14839401000144,ASSOCIACAO DE COOPERACAO COMUNITARIA DAS AREAS PROBLEMA
14929681000181,SOC DE PROT A MATERNIDADE E A INFANCIA DE VARZEA GRANDE
15073836000193,AGRO-BOI IND COM REPRESENTACAO PROD AGRO-PECUARIOS LTDA
16541928000113,VINHA DE DEUS EMPREENDIMENTOS LTDA
17439238000110,CALCARIO NORTE-SUL LTDA
17654670000124,POWER HOTEL LTDA
17714946000112,CALILA INVESTIMENTOS LTDA
17828530000125,"OAM PUBLICIDADE, CONSULTORIA E ORGANIZACAO DE EVENTOS LTDA."
18426518000157,PRIMAVERA AGROPECUARIA LTDA
18426633000121,SAO JUDAS TADEU AGROPECUARIA LTDA
18519902000102,IBRAME METAIS LTDA
19316990000108,IBRAMETAIS LTDA.
19322784000100,VIA CARPE INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
20094324000143,PAZ E BEM EMPREENDIMENTOS IMOBILIARIOS EIRELI
20396007000181,LIFE DEFENSE ELETRONICA LTDA
21636316000144,BOLSOTINI CHOCOLATES E CAFE LTDA
21879619000198,JEREISSATI SEGUNDA GERACAO PARTICIPACOES LTDA
22596688000157,POUSADA RIO DE JANEIRO LTDA
23819625000185,TR PARTICIPACOES LTDA
23819625000266,TR PARTICIPACOES LTDA
24282344000107,ANMARTINS - SOLUCOES EIRELI
24672461000179,SOCIEDADE LAR ISABEL ALMEIDA E SILVA-DONA BEBE
26156424000133,JORGE KAJURU REIS DA COSTA NASSER - EIRELI
